	0|1494340327.878896|1494340328.878896
200|0x5bc4|1494340328.479288000
200|0x5bc5|1494340328.508469000
200|0x5bc6|1494340328.508719000
200|0x5bc7|1494340328.509336000
200|0x5bc8|1494340328.509342000
200|0x5bc9|1494340328.509969000
200|0x5bca|1494340328.509976000
200|0x5bcb|1494340328.510572000
200|0x5bcc|1494340328.510578000
200|0x5bcd|1494340328.511124000
200|0x5bce|1494340328.511131000
200|0x5bcf|1494340328.511679000
200|0x5bd0|1494340328.511686000
200|0x5bd1|1494340328.512253000
200|0x5bd2|1494340328.512259000
200|0x5bd3|1494340328.512795000
200|0x5bd4|1494340328.512801000
200|0x5bd5|1494340328.513301000
200|0x5bd6|1494340328.513307000
200|0x5bd7|1494340328.513847000
200|0x5bd8|1494340328.513854000
200|0x5bd9|1494340328.514350000
200|0x5bda|1494340328.514357000
200|0x5bdb|1494340328.514887000
200|0x5bdc|1494340328.514893000
200|0x5bdd|1494340328.515395000
200|0x5bde|1494340328.515401000
200|0x5bdf|1494340328.515869000
200|0x5be0|1494340328.515874000
200|0x5be1|1494340328.516319000
200|0x5be2|1494340328.516324000
200|0x5be3|1494340328.516760000
200|0x5be4|1494340328.516765000
200|0x5be5|1494340328.517216000
200|0x5be6|1494340328.517222000
200|0x5be7|1494340328.517663000
200|0x5be8|1494340328.517670000
200|0x5be9|1494340328.518104000
200|0x5bea|1494340328.518109000
200|0x5beb|1494340328.518538000
200|0x5bec|1494340328.518544000
200|0x5bed|1494340328.518975000
200|0x5bee|1494340328.518981000
200|0x5bef|1494340328.519403000
200|0x5bf0|1494340328.519409000
200|0x5bf1|1494340328.519827000
200|0x5bf2|1494340328.519832000
200|0x5bf3|1494340328.520315000
200|0x5bf4|1494340328.520322000
200|0x5bf5|1494340328.520765000
200|0x5bf6|1494340328.520772000
200|0x5bf7|1494340328.521152000
200|0x5bf8|1494340328.521184000
200|0x5bf9|1494340328.521589000
200|0x5bfa|1494340328.521593000
200|0x5bfb|1494340328.522057000
200|0x5bfc|1494340328.522065000
200|0x5bfd|1494340328.522498000
200|0x5bfe|1494340328.522504000
200|0x5bff|1494340328.522919000
200|0x5c00|1494340328.522925000
200|0x5c01|1494340328.523352000
200|0x5c02|1494340328.523359000
200|0x5c03|1494340328.523757000
200|0x5c04|1494340328.523762000
200|0x5c05|1494340328.524180000
200|0x5c06|1494340328.524184000
200|0x5c07|1494340328.524612000
200|0x5c08|1494340328.524616000
200|0x5c09|1494340328.525048000
200|0x5c0a|1494340328.525054000
200|0x5c0b|1494340328.525485000
200|0x5c0c|1494340328.525489000
200|0x5c0d|1494340328.525925000
200|0x5c0e|1494340328.525929000
200|0x5c0f|1494340328.526356000
200|0x5c10|1494340328.526360000
200|0x5c11|1494340328.526788000
200|0x5c12|1494340328.526793000
200|0x5c13|1494340328.527221000
200|0x5c14|1494340328.527225000
200|0x5c15|1494340328.527644000
200|0x5c16|1494340328.527648000
200|0x5c17|1494340328.528075000
200|0x5c18|1494340328.528080000
200|0x5c19|1494340328.528501000
200|0x5c1a|1494340328.528505000
200|0x5c1b|1494340328.528935000
200|0x5c1c|1494340328.528940000
200|0x5c1d|1494340328.529358000
200|0x5c1e|1494340328.529362000
200|0x5c1f|1494340328.529806000
200|0x5c20|1494340328.529810000
200|0x5c21|1494340328.530237000
200|0x5c22|1494340328.530241000
200|0x5c23|1494340328.530656000
200|0x5c24|1494340328.530660000
200|0x5c25|1494340328.531082000
200|0x5c26|1494340328.531086000
200|0x5c27|1494340328.531515000
200|0x5c28|1494340328.531519000
200|0x5c29|1494340328.531998000
200|0x5c2a|1494340328.532004000
200|0x5c2b|1494340328.532449000
200|0x5c2c|1494340328.532457000
200|0x5c2d|1494340328.532878000
200|0x5c2e|1494340328.532884000
200|0x5c2f|1494340328.533319000
200|0x5c30|1494340328.533322000
200|0x5c31|1494340328.533751000
200|0x5c32|1494340328.533755000
200|0x5c33|1494340328.534184000
200|0x5c34|1494340328.534188000
200|0x5c35|1494340328.534594000
100|0x060c|1494340328.655890000
100|0x060d|1494340328.684172000
100|0x060e|1494340328.684437000
100|0x060f|1494340328.685063000
100|0x0610|1494340328.685070000
100|0x0611|1494340328.685721000
100|0x0612|1494340328.685727000
100|0x0613|1494340328.686503000
100|0x0614|1494340328.686509000
100|0x0615|1494340328.687097000
100|0x0616|1494340328.687104000
100|0x0617|1494340328.687701000
100|0x0618|1494340328.687710000
100|0x0619|1494340328.688357000
100|0x061a|1494340328.688362000
100|0x061b|1494340328.689011000
100|0x061c|1494340328.689017000
100|0x061d|1494340328.689610000
100|0x061e|1494340328.689616000
100|0x061f|1494340328.690213000
100|0x0620|1494340328.690218000
100|0x0621|1494340328.690798000
100|0x0622|1494340328.690805000
100|0x0623|1494340328.691348000
100|0x0624|1494340328.691354000
100|0x0625|1494340328.691922000
100|0x0626|1494340328.691926000
100|0x0627|1494340328.692364000
100|0x0628|1494340328.692368000
100|0x0629|1494340328.692869000
100|0x062a|1494340328.692876000
100|0x062b|1494340328.693285000
100|0x062c|1494340328.693293000
100|0x062d|1494340328.693722000
